datetime,HR_mean,HR_std,EDA_mean,EDA_std,TEMP_mean,TEMP_std,acc_mag_mean,acc_mag_std,label,hour,hour_sin,hour_cos
2020-07-08 13:09:00,-1.07005520441437,0.15444344008545,-0.47066528450037665,0.441097020824618,-0.6271292132605123,0.12109627486586924,1.1454377414816286,0.6518013033588618,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:10:00,-1.4264122222901128,0.09691566677857165,0.08987711245323493,0.19625375007956528,-0.5096501337057852,0.16744271491282062,0.9766209309695821,0.3695259774606521,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:11:00,-0.7788063855158429,0.1250311512045984,0.05819831285669758,0.273602172104661,-0.42769484106785605,0.3949740000220282,1.123881804727038,0.3710834996423125,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:12:00,-0.6809754129594054,0.114371269997141,0.23369666604734218,0.23048727589979617,-0.48812949930805477,0.08717620257393732,1.3892776955984911,0.6874155101593237,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:13:00,-1.3194581815282627,0.1658456287650218,0.44387156960921026,0.10003495232832957,-0.47501075642176865,0.05599304798206647,1.0483363558312315,0.35991130260502935,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:14:00,-0.39764694266364814,0.40433675910394923,0.3052892890818394,0.14439510580503306,-0.4614498087190897,0.041781490608520766,1.0936967187510724,0.29681976069649835,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:15:00,0.6399333916114551,0.2383975453847303,0.48244708521113183,0.13469051707139063,-0.3212708819229214,0.06295722798175132,1.2091323300050214,0.5026396085439461,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:16:00,0.5175786730108852,0.23054747536662398,0.5297964705220121,0.11798773810670067,-0.11829887119913113,0.048994471605008895,1.1427063926324137,0.47588787778844677,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:17:00,-0.04305000225518778,0.03879612206540173,0.4918469163585118,0.12695682095627486,-0.07157256226707588,0.05702307766858738,1.5008531936527,0.564959242728116,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:30:00,-0.4036165387401803,0.2630957794245067,-0.4407966510594798,0.4447244804814293,0.7044968905003544,0.10359945248294415,1.149195148398176,0.4043502026479924,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:31:00,-0.48337738263252017,0.19558839656657512,-1.1511669201260581,0.28636783088125517,0.8520458975697165,0.04396852823785413,1.0475470427198754,0.30029965814196746,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:32:00,-0.6615998935070735,0.27444278432087565,-0.8287518022910111,0.2908901477244892,0.8793151945805384,0.20268877488145687,1.9379731584505706,0.83462458242229,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:33:00,0.05593968796721051,0.6337924851937574,-0.5904324940666273,0.35206735941630163,1.0971747674561818,0.08681449865755297,1.3145960130881624,0.595091421531441,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:34:00,-0.057834652980358545,0.5190990101625668,-0.8688025183350326,0.4022911158226683,1.1415426507008148,0.11063100720504525,1.8086626745829912,1.0164839397034169,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:35:00,-0.7039737585318933,0.10065242624827639,-0.8522029104913738,0.29090455717736974,1.2167174694874032,0.06368640309147727,0.9866036009003091,0.3775137316062149,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:36:00,-0.39530017270727186,0.1738403253593968,-0.515911370397886,0.2508072026870807,1.1313719399238065,0.053890482043847984,1.5721382650692772,0.4591664571853868,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:37:00,1.2643062058175998,0.6038634949141799,-0.07102462623329503,0.13352866754211437,0.9096799253061021,0.11373694486624848,2.0906719233879856,0.49208536033940514,2.0,13,-0.2588190451025208,-0.9659258262890683
2020-07-08 13:38:00,1.2804255819554593,0.6624318109050247,0.21975388483030414,0.05760086511751757,0.7795243076814792,0.06851043863263039,1.5378175243203052,0.4790285197103039,2.0,13,-0.2588190451025208,-0.9659258262890683
